,Date,TweetID,User,Tweet,Langue,Hashtags,ReplyCount,RetweetCount,LikeCount,Quotecount,Media,Source,coordinates,place
21,2023-03-07 22:54:21+00:00,1633239693075644424,VantaWyte,Mar10 day approaches and yet I got no fuckin' clue what to draw for it. https://t.co/dmPak5jOds,en,,1,1,11,0,"[Photo(previewUrl='https://pbs.twimg.com/media/Fqpu1BVWcAEtGLk?format=png&name=small', fullUrl='https://pbs.twimg.com/media/Fqpu1BVWcAEtGLk?format=png&name=large', altText=None)]",Twitter Web App,,
22,2023-03-07 22:52:14+00:00,1633239160776450052,Adv_joycie,@Mar10_pro Okay ✅,en,,0,0,1,0,,Twitter for iPhone,,
23,2023-03-07 22:51:47+00:00,1633239047358357505,Mar10_pro,@Adv_joycie I’ll pray for you 😍🙏🏽,en,,1,0,0,0,,Twitter for iPhone,,
24,2023-03-07 22:45:23+00:00,1633237437471137792,K_Mar10,"@EaglesStrictly Along with Chiefs and Bills, Bengals with the best. If these are teams he’s asked to be traded to, Obviously he is ring chasing which I don’t blame him.",en,,0,0,0,0,,Twitter for iPhone,,
25,2023-03-07 22:44:07+00:00,1633237119341674499,Mar10_pro,@mwadinamona I’ll send tomorrow nkelo 🥹🫂,en,,0,0,0,0,,Twitter for iPhone,,
26,2023-03-07 22:40:38+00:00,1633236239305539584,Boo_Mar10,@andrew_jrt @KorubyVA,qam,,0,0,0,0,,Twitter for Android,,
27,2023-03-07 22:31:34+00:00,1633233958002458624,LFC78YNWA,"On my way to tier 99 🥳
Tough grind with them bots being on crack, even beat a top 10 player  💪
See y'all in the Mar10 tour https://t.co/pyLNzcS6l7",en,,1,0,49,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqppoBFXgAEn714?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqppoBFXgAEn714?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FqppoQnXgAA4TN4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqppoQnXgAA4TN4?format=jpg&name=large', altText=None)]",Twitter for Android,,
28,2023-03-07 22:30:33+00:00,1633233701155880965,ManuelZ436,"@DescuentosRata Con mi bebé no tenemos disfraz, pero Mario apaña igual #MartesBigotonRata #MAR10 https://t.co/M9Sk6XiYOD",es,"['MartesBigotonRata', 'MAR10']",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqppZGlXwAAwUfi?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqppZGlXwAAwUfi?format=jpg&name=large', altText=None)]",Twitter for Android,,
29,2023-03-07 22:27:25+00:00,1633232914732417025,ThisulaTesura,MAR10にマリオ映画ダイレクトがあること忘れてたわ。,ja,,0,0,0,0,,Twitter for iPhone,,
30,2023-03-07 22:27:00+00:00,1633232810931519489,marioqacmdz,"Hermoso todo... Que palo que nos vamos a pegar!!!
Que barato está el dólar!!! https://t.co/cnZYRXoEpt",es,,2,0,4,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpolgUXsAYiMDw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpolgUXsAYiMDw?format=jpg&name=large', altText=None)]",Twitter for Android,,
31,2023-03-07 22:24:31+00:00,1633232183467954176,K_Mar10,@MadScientistFF Pizza and Burgers,en,,0,0,0,0,,Twitter for iPhone,,
32,2023-03-07 22:24:00+00:00,1633232055738695680,cami_cornejo18,"@DescuentosRata Mi mini Mario cuando tenía 4 años, tiene casi 10 y aún le encanta todos los juegos de Mario y lo más importante jaajaj es un minirata jajaja #MartesBigotonRata #MAR10 https://t.co/TfTlAN6Gpa",es,"['MartesBigotonRata', 'MAR10']",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/Fqpn5EdXgAABvFa?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fqpn5EdXgAABvFa?format=jpg&name=large', altText=None)]",Twitter for Android,,
33,2023-03-07 22:22:33+00:00,1633231688833683456,KyleBlessing,"@Darokaz I remember talking to you about Nintendo (and Big Chungus) in the EA Austin offices during a capture session for Anthem.

Super excited for you!

Also, happy early MAR10 day!",en,,0,0,1,0,,Twitter for iPhone,,
34,2023-03-07 22:20:22+00:00,1633231141481201667,midnitemoonIite,Mario movie trailer AND Mario Kart DLC dropping on the same day but somehow missing Mar10 is the most inconsequentially upsetting thing to me,en,,0,0,2,0,,Twitter for Android,,
35,2023-03-07 22:16:55+00:00,1633230272408739841,EmpressRoth,@RigorMarcy Your art is really cute Marcy,en,,0,0,3,0,,Twitter for Android,,
36,2023-03-07 22:16:11+00:00,1633230085892325377,Francesc_Forex,"Rabobank 2/2: Two key data releases that will determine the outcome of March 21-22 meeting are #Employment Report (Mar10) &amp; #CPI report (Mar14).
For those who are getting fear of heights, we would like to point out that in real terms the current fed funds rate is still negative.",en,"['Employment', 'CPI']",0,0,1,0,,Twitter for iPhone,,
37,2023-03-07 22:14:11+00:00,1633229584803192833,Kodithic,@M4G3RK @HYPEX @FortniteStatus @FNChiefAko They're trying to pretend-away March 9th in order to celebrate Mar10 day faster lol,en,,0,0,1,0,,Twitter Web App,,
38,2023-03-07 22:10:37+00:00,1633228685426798598,mwadinamona,@Mar10_pro Aye 😭💔,und,,1,0,1,0,,Twitter for iPhone,,
39,2023-03-07 22:03:16+00:00,1633226839039565829,GirlRacerSian,Lego Super Mario showcase for MAR10 Day teases big reveals https://t.co/lMjVCSAXL0 via @MetroUK,en,,0,0,0,0,,Twitter Web App,,
40,2023-03-07 21:59:43+00:00,1633225941588803584,nomugames26,"@Chitose_mro Yes
MARCH 10th
→MAR10",en,,0,0,2,0,,Twitter for Android,,
41,2023-03-07 21:57:35+00:00,1633225406991015938,scolioreset,"Hopefully I can offer  you a marathon of Wario Land 4! And yes, there will be more of Pizza Tower. So let’s make a mockery of an event!

Expect it on Friday, March 10. Yeah I know it’s gonna be MAR10… but let’s make it WAR10! https://t.co/wfRYDakIbf",en,,0,1,3,0,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/Fqph2I9WIAEIFkY.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/Fqph2I9WIAEIFkY.mp4', contentType='video/mp4', bitrate=0)], altText=None)]",Twitter for iPhone,,
42,2023-03-07 21:53:57+00:00,1633224493685436418,SageWukong,"Mario day is Mar10 and here are the sales
https://t.co/lhyuerpnOo",en,,0,0,0,0,,Twitter for Android,,
43,2023-03-07 21:46:13+00:00,1633222545179660293,figueroasaso,"@DescuentosRata It’s-a Me, Mario! #MartesBigotonRata #MAR10 https://t.co/gcnv1olFbL",en,"['MartesBigotonRata', 'MAR10']",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpfPnxWIAA61jQ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpfPnxWIAA61jQ?format=jpg&name=large', altText=None)]",Twitter for iPhone,,
44,2023-03-07 21:44:44+00:00,1633222171064451076,estarzyt,@BTGalaxy7 I AM WHEEZING-,en,,0,0,5,0,,Twitter Web App,,
45,2023-03-07 21:34:25+00:00,1633219576036032512,ThisSpoonyBard,@dj_barnes17 Thanks!!! I plan on getting all three come this MAR10 Day 🎹🎮🍄❤️,en,,0,0,1,0,,Twitter for Android,,
46,2023-03-07 21:32:40+00:00,1633219134828826631,SpeedGamingES,"Esperamos que no tengan planes para este Viernes, ¡que el Relay MAR10 Hispano ya tiene horario!

Varios runners mostrarán sus habilidades en el Reino Champiñón en un evento que no te puedes perder

Horario: https://t.co/ZBOoTapazD
Stream: https://t.co/SkLvaJa4c6

 #MAR10Day https://t.co/aAact69jTp",es,['MAR10Day'],0,6,12,3,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpcJH5WAAYnHMT?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FqpcJH5WAAYnHMT?format=png&name=large', altText=None)]",Twitter Web App,,
47,2023-03-07 21:31:33+00:00,1633218854745784327,bastianbza,@DescuentosRata #MartesBigotonRata #MAR10 https://t.co/lvHlegN1Gt,qme,"['MartesBigotonRata', 'MAR10']",0,0,1,0,"[Photo(previewUrl='https://pbs.twimg.com/media/Fqpb4p7WcAA7qun?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fqpb4p7WcAA7qun?format=jpg&name=large', altText=None)]",Twitter for iPhone,,
48,2023-03-07 21:31:18+00:00,1633218792330350592,Mar10_pro,@zidaneclaudio 😂😂,und,,0,0,0,0,,Twitter for iPhone,,
49,2023-03-07 21:30:04+00:00,1633218483172540418,NintendoCanada,"Le printemps arrive! Avec une variété de jours de fête arrivant rapidement, dont le Jour de MAR10… il y a plein de temps pour jouer! Jouerez-vous en groupe ou seul? https://t.co/uYdj8LrD27",fr,,1,3,25,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpbiqxWwAM9K0Q?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpbiqxWwAM9K0Q?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/Fqpbi6eWAAA_ZPC?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fqpbi6eWAAA_ZPC?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FqpbjKEWYAIAIjV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpbjKEWYAIAIjV?format=jpg&name=large', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FqpbjYvWcAIabYL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpbjYvWcAIabYL?format=jpg&name=large', altText=None)]",Sprinklr Publishing,,
50,2023-03-07 21:29:36+00:00,1633218362577747974,GamerGeekNerd81,@littlemoogles_ Aww I hope you feel better. Have a ? Is GS stocking that Mar10 Switch on Friday for Mario day? I stopped by my local GS &amp; for the 3rd time this year it’s a brand new team in there that knows nothing. GS is so bad right now. Makes me want to apply.,en,,1,0,1,0,,Twitter for iPhone,,
51,2023-03-07 21:24:27+00:00,1633217068249264128,MartinnnnnC,I see they want Chelsea to advance huh,en,,0,0,0,0,,Twitter for iPhone,,
52,2023-03-07 21:22:41+00:00,1633216625036910594,v0lsek,@theadvaitic I want it to be on mar10 day,en,,1,0,2,0,,Twitter for iPhone,,
53,2023-03-07 21:22:36+00:00,1633216601662058497,hector7131,@DescuentosRata #Mar10 #MartesBigotonRata todo sea por el premio 🤣 Todo Vale https://t.co/an0jvamgiT,es,"['Mar10', 'MartesBigotonRata']",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpZ1VaWwAAzXha?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpZ1VaWwAAzXha?format=jpg&name=large', altText=None)]",Twitter for iPhone,,
54,2023-03-07 21:19:56+00:00,1633215932683395072,ItsAprilsz,"Friday 7PM PST, In spirit of MAR10 day I want to play Mario games! Anyone that has Mario kart or Mario Party! Shoot me a DM! Would love to play with you Friday night with the community. These games are played on Nintendo switch. We will be live on twitch https://t.co/E17I6hklP2…",en,,0,0,1,0,,Twitter for iPhone,,
55,2023-03-07 21:18:18+00:00,1633215522794881027,DamageDmg4,"MAR10 Day is upon us and the @FurriesNetwork team @StarlightUS charity is about to start!

The Otter Side has artists in line for milestone art raffles, steam key giveaways, fun individual rewards.

Looking forward to this weekend
This ott will be on facecam",en,,0,0,5,0,,Twitter for Android,,
56,2023-03-07 21:13:37+00:00,1633214342102482945,Umbisam,"$TSLA today, printing a low of $186.10, was only cents away from testing last Thursday - post InvDay - low ($186.01). It’s important it to hold. Next market mover is jobs report (Mar10). Then CPI (Mar14). https://t.co/Gtd03vPX8T",en,,1,0,12,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpXyVdWwAAVBOq?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpXyVdWwAAVBOq?format=jpg&name=large', altText=None)]",Twitter for iPad,,
57,2023-03-07 21:07:54+00:00,1633212904777347072,_lecheconmilo,"Viajando y participando tío @DescuentosRata

#MartesBigotonRata #MAR10 https://t.co/c86JGzaNfG",es,"['MartesBigotonRata', 'MAR10']",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpWenjXsAAboAU?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpWenjXsAAboAU?format=jpg&name=large', altText=None)]",Twitter for Android,,
58,2023-03-07 21:07:36+00:00,1633212829154115585,CamilaLego,"@DescuentosRata Espero gane con la foto de mi sobrino fanático de Mario, pero que para su cumpleaños quiso ser Luigi, que su mamá fuera la Princesa Peach y sus amigos, Mario y Waluigi. #MartesBigotonRata #MAR10 https://t.co/N0MoNNrdOu",es,"['MartesBigotonRata', 'MAR10']",1,0,2,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpWaX7WwAQn2Uq?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpWaX7WwAQn2Uq?format=jpg&name=large', altText=None)]",Twitter for Android,,
59,2023-03-07 21:01:25+00:00,1633211270173192192,Kanito_2012,"@DescuentosRata No fueron las mejores cosplay,pero se hicieron con mucho amor.
Mi hija quería un cumpleaños de Mario....y que yo fuera Waluigi
#MartesBigotonRata #mar10 https://t.co/wEnrcTnMTY",es,"['MartesBigotonRata', 'mar10']",0,2,47,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpU_kFWwAAa0Xx?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpU_kFWwAAa0Xx?format=jpg&name=large', altText=None)]",Twitter for Android,,
60,2023-03-07 21:00:33+00:00,1633211054108053504,OpenOutcrier,"RECAP 3/7 Unusual Puts:
$DISH Dec-25 5 P
$F Apr 13 P
$OZK May 40 P
$DD May 70 P
$CHPT Mar10 10 P
$URA Mar 20 P
$AAL Jun 15 P

Live Breaking trading news
https://t.co/yChRCoboY3",en,,0,1,2,0,,Open Outcrier,,
61,2023-03-07 21:00:25+00:00,1633211020721414145,aboutheoptions,Trade Ideas $CRWD (delayed) MAR10 110P or short shares ah #earnings - still actionable,en,['earnings'],2,0,0,1,,StockTwits Web,,
62,2023-03-07 21:00:19+00:00,1633210996172152832,OpenOutcrier,"RECAP 3/7 Unusual Calls:
$W Mar10 40 C
$JD Mar 50 C
$UAL Mar10 56 C
$CVNA Mar10 9 C
$FHN May 23 C
$UBER Mar 35.5 C
$SDOW Mar10 27.5 C
$TAP Apr 57.5 C

Live Breaking trading news
https://t.co/yChRCoboY3",en,,0,0,2,0,,Open Outcrier,,
63,2023-03-07 20:54:19+00:00,1633209484792451073,firepunch012,"@SWEARNET @PatRoachRandy Shoulda been Mar10 with a ""woo hoo!"" Like that lol #SuperBobandyBros",en,['SuperBobandyBros'],0,0,0,0,,Twitter for Android,,
64,2023-03-07 20:47:39+00:00,1633207805527183362,Shroombies,"This Friday is MAR10 so ASSUMING I can get everything set up in time we're gonna finally start playing The Thousand Year Door :D 

I've been wanting to start a playthrough for AGES and this feels like a perfect opportunity",en,,3,1,57,1,,Twitter Web App,,
65,2023-03-07 20:45:26+00:00,1633207247877578758,KittheFox7,oh heck Friday is MAR10 day i forgot about that. I should play some MAR10 instead.,en,,1,0,2,0,,Twitter Web App,,
66,2023-03-07 20:45:22+00:00,1633207234204430342,Boo_Mar10,@Controvxrsy_ @TheBeeperbeep,qam,,0,0,0,0,,Twitter for Android,,
67,2023-03-07 20:45:18+00:00,1633207216843923464,NorthernArena,"Tonight, @MDee14 lives out not only one of the greatest Mario games to date, but one of the most influential games in history. 💫

It's all part of our #MAR10 Week! 🍄
⏰ 7:00pm ET 
📺 https://t.co/1j7hjsyeFk https://t.co/IueITNhSjM",en,['MAR10'],0,0,2,1,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpQmbOWwAQ_T-T?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpQmbOWwAQ_T-T?format=jpg&name=large', altText=None)]",Twitter Web App,,
68,2023-03-07 20:43:04+00:00,1633206653180080128,Droid_News,Nintendo Switch games are up to 50% off in this Mar10 Day sale https://t.co/Tf5nZBXdLM,en,,0,0,0,0,,dlvr.it,,
69,2023-03-07 20:32:05+00:00,1633203891310403586,gvbxmvrtinxz,"@DescuentosRata #MartesBigotonRata #MAR10 compramos la switch hace poquito y con suerte tenemos dos juegos en nuestra colección 🥲
Ojalá poder ganar, ya que es uno de nuestros juegos en la lista 🙏🙏 https://t.co/wCRXdiSdPA",es,"['MartesBigotonRata', 'MAR10']",0,0,1,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpOSKEXsAE0Y5h?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpOSKEXsAE0Y5h?format=jpg&name=large', altText=None)]",Twitter for Android,,
70,2023-03-07 20:31:01+00:00,1633203621218381824,Twitch,"In honor of MARIO DAY, we've got a couple of really important questions. Each question will be answered during our stream on MAR10. 

Question 1: Who has the best mustache?",en,,88,61,559,14,,Twitter Web App,,
71,2023-03-07 20:30:02+00:00,1633203376149102592,nicolas_eduardo,"#MartesBigotonRata
#MAR10 
@DescuentosRata 
Aquí con el pana Kick Buttowski y Michael Myers en su junta Piola 😅🤣 https://t.co/4BXpZBsLVC",es,"['MartesBigotonRata', 'MAR10']",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpN0GFWAAE79bX?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpN0GFWAAE79bX?format=jpg&name=large', altText=None)]",Twitter for Android,,
72,2023-03-07 20:26:40+00:00,1633202525313847299,Boo_Mar10,@JoystickOW @JeStardust,qam,,0,0,1,0,,Twitter for Android,,
73,2023-03-07 20:23:55+00:00,1633201836109840387,MeepSquid,"Ahhh, Nemona! 🥰",es,,0,0,3,0,,Twitter Web App,,
74,2023-03-07 20:23:19+00:00,1633201685773406212,zidaneclaudio,@Mar10_pro 😂I see,en,,1,0,1,0,,Twitter for iPhone,,
75,2023-03-07 20:23:05+00:00,1633201623563399168,Johestaly,@DescuentosRata #MartesBigotonRata #MAR10 A VEEEEERRRRR https://t.co/Zd8WyDENJF,en,"['MartesBigotonRata', 'MAR10']",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpMN1GWAAcjDa5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpMN1GWAAcjDa5?format=jpg&name=large', altText=None)]",Twitter for Android,,
76,2023-03-07 20:20:07+00:00,1633200877564579841,nexumine,everyone's talking about mar10 day but what about mar13 day https://t.co/2Ztjn7gnpS,en,,0,0,5,0,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FqpLiPUXoAEeTej.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/FqpLiPUXoAEeTej.mp4', contentType='video/mp4', bitrate=0)], altText='Squidsisters GIF')]",Twitter for Android,,
77,2023-03-07 20:18:37+00:00,1633200499347398657,Kakolin_,"@DescuentosRata #MartesBigotonRata #MAR10  
Participando 🐭 https://t.co/DoW4c4fZ6z",pt,"['MartesBigotonRata', 'MAR10']",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpLMpLWwAE9URU?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpLMpLWwAE9URU?format=jpg&name=large', altText=None)]",Twitter for Android,,
78,2023-03-07 20:18:33+00:00,1633200482188509193,SquashyDavey,"Not sure if anyone is still paying attention to my twitter, but in case they are: for Mar10 Day should I continue the Mario Marathon I put on hold and play 3D world/Bowser’s Fury, Or play Mario Luigi Superstar Saga for a new experience?",en,,0,0,1,0,,Twitter for iPhone,,
